,price_aprox_usd,surface_covered_in_m2,lat,lon,neighborhood
2828,98000.0,43.0,-34.6440472,-58.4936492,Villa Luro
2832,121163.0,47.0,-34.6244303,-58.3741828,San Telmo
2845,68000.0,42.0,-34.5998822,-58.3754106,Retiro
2848,225000.0,61.0,-34.565341,-58.456719,Belgrano
2853,96492.0,38.0,-34.54179,-58.476815,Nuñez
2859,232363.88,72.0,-34.5493874,-58.4753693,Nuñez
2866,310000.0,68.0,-34.5821686,-58.426972,Palermo
2872,91431.0,31.0,-34.562909,-58.465303,Belgrano
2875,67000.0,32.0,-34.636497,-58.477391,Flores
2877,108300.0,37.0,-34.62818,-58.429483,Caballito
2890,110000.0,50.0,-34.685943,-58.5439579,Almagro
2891,103586.0,36.0,-34.572721,-58.483565,Villa Urquiza
2910,155000.0,55.0,-34.622497911,-58.4633089312,Flores
2921,115000.0,59.0,-34.594604,-58.443189,Villa Crespo
2923,136500.0,80.0,-34.599373,-58.415605,Almagro
2930,85000.0,32.0,-34.61098,-58.417856,Almagro
2943,147500.0,71.0,-34.594785,-58.50845,Villa Devoto
2952,147000.0,50.0,-34.6259903,-58.4514173,Caballito
2955,106000.0,60.0,,,Floresta
2962,81900.0,60.0,-34.6158828,-58.4244433,Boedo
2966,270000.0,52.0,-34.5773597,-58.4248985,Palermo
2967,81500.0,43.0,,,
2969,135000.0,47.0,-34.5925561,-58.4309181,Palermo
2972,240000.0,86.0,-34.5742891,-58.4817229,Villa Urquiza
2974,120500.0,66.0,-34.6421604,-58.423024,Parque Chacabuco
2979,199000.0,100.0,-34.5624316,-58.4659869,Belgrano
2996,125000.0,45.0,-34.60808733,-58.43089266,Villa Crespo
2997,165000.0,40.0,-34.5947222,-58.3758333,Recoleta
3003,182000.0,91.0,-34.619628,-58.375632,San Telmo
3010,105000.0,43.0,-34.632467,-58.370216,Barracas
3019,68458.0,34.0,-34.63099,-58.4201892,Boedo
3042,215000.0,100.0,-34.555256,-58.4630832,Belgrano
3044,87000.0,44.0,,,
3047,95000.0,42.0,-34.6106110157,-58.4795902886,Villa del Parque
3052,175000.0,70.0,-34.6234285,-58.397787,San Cristobal
3057,106000.0,48.0,-34.629235,-58.433039,Caballito
3067,135000.0,40.0,-34.5897986,-58.4395131,Palermo
3071,175000.0,56.0,-34.5546128,-58.4650261,Nuñez
3074,132000.0,45.0,-34.5836102,-58.4743169,Villa Urquiza
3079,170800.0,66.0,-34.625307,-58.415024,Boedo
3080,114803.0,34.0,-34.5777784,-58.4351583,Palermo
3101,96000.0,35.0,-34.5538454266,-58.4919050998,Saavedra
3105,128000.0,50.0,-34.5853821,-58.4435057,Chacarita
3109,145000.0,60.0,-34.5957216,-58.4307706,Palermo
3113,75000.0,43.0,-34.6402157439,-58.5213071957,Liniers
3114,185375.0,71.0,-34.61098,-58.417856,Almagro
3130,109000.0,49.0,-34.568161,-58.449208,Belgrano
3131,178000.0,56.0,-34.5900679,-58.4202066,Palermo
3142,260000.0,84.0,-34.5706286,-58.4799629,Villa Urquiza
3145,155000.0,70.0,-34.5941971,-58.5046975,Villa Devoto
3148,185000.0,57.0,-34.5574837,-58.4806697,Saavedra
3151,96000.0,39.0,-34.58209,-58.407881,Barrio Norte
3161,75000.0,78.0,-34.6639795,-58.4711122,Villa Lugano
3164,145000.0,83.0,-34.6021987,-58.3978235,Balvanera
3165,90000.0,52.0,-34.6121938,-58.4206924,Almagro
3172,176900.0,44.0,-34.5830240287,-58.4203850634,Palermo
3185,94000.0,55.0,-34.6033089,-58.3971897,Balvanera
3189,99000.0,37.0,-34.5767841,-58.4465748,Colegiales
3196,75000.0,48.0,-34.5816693,-58.4672982,Villa Ortuzar
3199,125000.0,41.0,-34.6008509,-58.4191806,Almagro
3204,112500.0,37.0,-34.597769,-58.42644,Villa Crespo
3219,151270.01,48.0,-34.6037232,-58.3815931,Barracas
3228,90000.0,45.0,-34.594541,-58.502341,Agronomía
3231,65000.0,38.0,-34.6303805,-58.4868662,Flores
3232,220000.0,86.0,-34.5622468968,-58.4826341096,Villa Urquiza
3235,187050.0,60.0,-34.59567,-58.4250069,Palermo
3240,85000.0,42.0,-34.62385,-58.377764,San Telmo
3244,89000.0,40.0,-34.5941768447,-58.3813189524,Retiro
3248,139000.0,59.0,-34.555441,-58.450287,Belgrano
3253,119000.0,43.0,-34.5786734,-58.4748269,Villa Urquiza
3261,78500.0,37.0,-34.605643,-58.455291,Villa Crespo
3263,36320.0,45.0,-34.5413289,-58.473409,Saavedra
3264,58720.0,37.0,-34.624976264,-58.3793056213,Constitución
3273,110000.0,47.0,-34.5963761,-58.3883233,Recoleta
3277,137000.0,74.0,-34.6349102655,-58.4732609116,Floresta
3290,147000.0,63.0,-34.5977705,-58.4852801,Agronomía
3292,63000.0,33.0,-34.6481436,-58.5009651,Parque Avellaneda
3301,210000.0,60.0,-34.5765918,-58.4440454,Colegiales
3303,78000.0,52.0,-34.6212975,-58.3876468,San Cristobal
3310,79500.0,48.0,-34.632219,-58.475246,Floresta
3318,126446.0,47.0,,,San Telmo
3329,138000.0,50.0,-34.5504713308,-58.4668325353,Nuñez
3330,117000.0,43.0,-34.578016,-58.482542,Villa Urquiza
3333,260000.0,52.0,-34.5851491,-58.3925056,Puerto Madero
3335,214000.0,58.0,-34.5833867,-58.4516194,Colegiales
3344,34200.17,32.0,-34.6217244975,-58.4181616899,Boedo
3368,196000.0,43.0,-34.579799,-58.4296297,Palermo
3371,105000.0,42.0,-34.5512468,-58.4600858,Nuñez
3372,135000.0,60.0,,,
3377,109539.0,47.0,-34.6244303,-58.3741828,San Telmo
3388,82000.0,33.0,-34.605767,-58.430851,Villa Crespo
3390,77055.62,34.0,-34.6055083,-58.4170471,Almagro
3398,95000.0,57.0,-34.607432,-58.395974,Balvanera
3408,109000.0,55.0,-34.60045777,-58.41958444,Palermo
3409,76000.0,46.0,-34.608787,-58.399694,Balvanera
3416,235000.0,74.0,-34.609251,-58.431375,Caballito
3426,108868.17,42.0,-34.6176482,-58.461917,Caballito
3435,181000.0,50.0,-34.570737,-58.433704,Palermo
3442,158000.0,49.0,-34.588664,-58.422206,Palermo
3445,135200.0,50.0,-34.585454,-58.441515,Palermo
3446,92000.0,100.0,-34.607586,-58.404093,Balvanera
3449,110000.0,50.0,-34.6059366787,-58.4279429913,Almagro
3461,90000.0,31.0,-34.5404643,-58.4690629,Nuñez
3462,88650.0,31.0,-34.6240306,-58.4306873,Caballito
3467,76095.39,35.0,-34.6267687,-58.4252038,Boedo
3471,109500.0,37.0,-34.5461486,-58.4701644,Nuñez
3481,150000.0,84.0,-34.6304929847,-58.4714369005,Flores
3486,85701.82,49.0,-34.631952,-58.361816,Boca
3491,70000.0,35.0,-34.6010089,-58.3970827,Barrio Norte
3497,130000.0,57.0,-34.6294067,-58.4127411,Boedo
3507,94900.0,38.0,-34.600945,-58.386948,Tribunales
3516,108000.0,41.0,-34.581096,-58.441723,Palermo
3521,71600.0,35.0,-34.63099,-58.4201892,Boedo
3524,63700.0,39.0,-34.628765,-58.387796,Constitución
3531,76000.0,35.0,-34.6159959,-58.4056751,Balvanera
3539,100000.0,40.0,-34.555915,-58.4634022,Belgrano
3567,104310.53,32.0,-34.56822,-58.458337,Belgrano
3569,215000.0,77.0,-34.57928,-58.481988,Villa Urquiza
3574,135000.0,51.0,-34.585047,-58.441708,Palermo
3578,92000.0,68.0,-34.621464,-58.391103,Constitución
3585,99000.0,36.0,-34.6150121,-58.3790009,Monserrat
3589,140000.0,55.0,-34.6021678,-58.386716,San Nicolás
3591,193173.77,89.0,-34.56633,-58.479707,Villa Urquiza
3602,180000.0,85.0,-34.5709974,-58.5032515,Villa Urquiza
3610,106480.93,44.0,-34.6222103,-58.4043385,San Cristobal
3611,165000.0,59.0,-34.5756938,-58.4225127,Palermo
3616,85000.0,44.0,-34.597894,-58.4435135,Villa Crespo
3620,287600.0,72.0,-34.56758,-58.4344,Palermo
3634,196700.0,66.0,-34.5537202,-58.436904,Belgrano
3638,150000.0,50.0,-34.6068708,-58.4315804,Parque Centenario
3641,125000.0,45.0,-34.5872916,-58.4208279,Palermo
3647,127468.0,50.0,-34.626917,-58.425295,Boedo
3652,159000.0,100.0,-34.6143519,-58.4155753,Boedo
3655,115000.0,45.0,-34.597982,-58.426876,Almagro
3657,180000.0,56.0,-34.5739529,-58.4228465,Palermo
3661,101500.0,40.0,-34.58233,-58.4735425,Villa Urquiza
3664,125000.0,61.0,-34.5811196,-58.5002899,Villa Pueyrredón
3665,80000.0,54.0,-34.6065094803,-58.398132365,Once
3683,110000.0,40.0,-34.6028353,-58.3983939,Once
3688,115000.0,45.0,-34.5676615882,-58.457434391,Villa Santa Rita
3690,93225.0,33.0,-34.596748,-58.4154726,Palermo
3734,95000.0,43.0,-34.567662,-58.486297,Villa Urquiza
3740,115000.0,55.0,-34.6021221,-58.443713,Villa Crespo
3743,79000.0,50.0,-34.600415,-58.423576,Almagro
3761,115000.0,57.0,-34.634108,-58.462822,Flores
3764,70000.0,46.0,,,Villa Lugano
3766,170000.0,67.0,-34.5699332591,-58.4489670221,Villa Urquiza
3776,62000.0,33.0,-34.617862,-58.465939,Flores
3782,190000.0,92.0,-34.547711,-58.469453,Nuñez
3788,66000.0,32.0,-34.609418,-58.4032931,Congreso
3791,210000.0,80.0,-34.6213159,-58.4604044,Caballito
3794,175000.0,42.0,-34.5570247,-58.455372,Belgrano
3799,128000.0,45.0,-34.5978249,-58.416439,Barrio Norte
3800,120000.0,40.0,-34.6256305,-58.4574601,Flores
3801,175600.0,58.0,-34.5719003943,-58.4744939153,Villa Urquiza
3804,135000.0,42.0,-34.5800393025,-58.4405126993,Palermo
3808,69900.0,34.0,-34.6182787,-58.5005212,Floresta
3817,84000.0,55.0,-34.6114708,-58.4087069,Once
3821,108000.0,61.0,-34.6141156894,-58.3982495948,Congreso
3828,128000.0,32.0,-34.557143701,-58.4578810064,Belgrano
3833,89000.0,36.0,-34.5568969,-58.486194,Saavedra
3837,82900.0,31.0,,,Congreso
3844,102271.68,42.0,-34.6269094624,-58.4200548098,Balvanera
3856,168000.0,43.0,-34.5525378183,-58.4594991595,Belgrano
3861,152000.0,61.0,-34.6261358,-58.4363441,Caballito
3866,140000.0,40.0,-34.550661,-58.473787,Nuñez
3871,78923.48,31.0,-34.6227163,-58.3915063,Congreso
3875,62700.0,38.0,-34.624976264,-58.3793056213,Constitución
3882,145000.0,53.0,-34.6168693,-58.3917135,Monserrat
3894,130000.0,60.0,-34.5634809,-58.4639207,Belgrano
3906,240000.0,91.0,-34.6166871,-58.4443684,Caballito
3907,115000.0,64.0,-34.555527,-58.450546,Belgrano
3908,85000.0,54.0,-34.632413,-58.370082,Barracas
3912,89500.0,80.0,-34.611905564,-58.3890692852,Congreso
3916,75000.0,44.0,-34.6341171,-58.3610926,Boca
3919,87500.0,59.0,-34.616712,-58.388236,Monserrat
3924,105000.0,36.0,-34.587405,-58.39999,Barrio Norte
3929,320000.0,75.0,-34.5608098,-58.4425707,Belgrano
3933,75000.0,43.0,-34.601377,-58.397146,Balvanera
3947,70000.0,36.0,-34.596421,-58.49823,Villa Devoto
3962,75000.0,32.0,-34.5987408,-58.4182044,Once
3969,68500.0,36.0,-34.609502,-58.411796,Balvanera
3978,157000.0,75.0,-34.6040046,-58.3868697,Centro / Microcentro
3984,138000.0,74.0,-34.6038236,-58.4272911,Parque Centenario
3986,175000.0,54.0,-34.5735447,-58.4409543,Belgrano
3995,129000.0,58.0,-34.57991,-58.475457,Villa Urquiza
3998,190000.0,62.0,-34.5703149,-58.4830019,Villa Urquiza
4005,108000.0,45.0,-34.610039,-58.447216,Caballito
4023,180000.0,49.0,-34.549608,-58.474142,Nuñez
4036,80633.49,32.0,-34.6220775573,-58.4040959459,Almagro
4040,195390.0,69.0,-34.5546524,-58.4936437,Saavedra
4045,89000.0,46.0,-34.62385,-58.377764,San Telmo
4063,65000.0,45.0,-34.6234611,-58.3843783,Constitución
4066,148000.0,74.0,-34.6118423,-58.4116076,Almagro
4070,205000.0,94.0,-34.62859,-58.4460558,Caballito
4088,102000.0,50.0,-34.6273118408,-58.4295989873,Caballito
4093,163000.0,84.0,-34.606367,-58.397323,Once
4106,314000.0,96.0,-34.597769,-58.42644,Villa Crespo
4108,149000.0,76.0,-34.5910948,-58.5241044,Almagro
4115,122000.0,64.0,-34.575207,-58.489237,Villa Urquiza
4123,84000.0,45.0,-34.600618,-58.406586,Balvanera
4125,130000.0,52.0,-34.6066163,-58.4909214,Villa del Parque
4131,120000.0,50.0,-34.5859869,-58.4112318,Palermo
4146,130000.0,44.0,-34.6404945,-58.5290348,Liniers
4152,118500.0,42.0,-34.6090764,-58.4261092,Almagro
4157,119000.0,78.0,-34.6057279,-58.4056399,Once
4164,360000.0,75.0,-34.5429344,-58.4617742,Nuñez
4168,74000.0,36.0,-34.596715,-58.444045,Villa Crespo
4169,135000.0,56.0,-34.6036497,-58.4116124,Abasto
4173,198000.0,76.0,-34.62837,-58.456407,Flores
4174,340000.0,84.0,-34.5729505,-58.4227248,Palermo
4176,150000.0,66.0,-34.6026497737,-58.4368541662,Villa Crespo
4208,134900.0,66.0,-34.625969,-58.415701,Boedo
4221,185000.0,86.0,-34.5975096,-58.4390573,Villa Crespo
4224,85000.0,40.0,-34.6186737726,-58.4548030318,Caballito
4228,160000.0,60.0,-34.597982,-58.426876,Almagro
4234,185000.0,61.0,-34.56831,-58.471937,Belgrano
4245,95000.0,45.0,-34.6142794,-58.4354197,Caballito
4248,155000.0,35.0,-34.558173,-58.455806,Belgrano
4257,124000.0,54.0,-34.616001,-58.446718,Caballito
4259,77000.0,33.0,,,
4262,170000.0,65.0,-34.5581287653,-58.4544964474,Belgrano
4265,230000.0,75.0,-34.6033592549,-58.4407199326,Villa Crespo
4268,138000.0,68.0,-34.584729,-58.429091,Palermo
4285,125000.0,57.0,,,San Telmo
4288,93700.0,46.0,-34.6582101,-58.5109039,Mataderos
4299,269000.0,70.0,-34.5702209,-58.4482002,Belgrano
4306,123000.0,54.0,-34.616001,-58.446718,Caballito
4320,180000.0,64.0,-34.5659322,-58.4518896,Belgrano
4332,150000.0,75.0,-34.5630655089,-58.4675126561,Coghlan
4338,80566.86,36.0,-34.5538467,-58.4920942,Saavedra
4353,155000.0,44.0,-34.6096050553,-58.3663710068,Puerto Madero
4360,37983.0,47.0,-34.5413289,-58.473409,Saavedra
4361,119000.0,52.0,,,Colegiales
4374,118377.0,42.0,-34.5835867,-58.4246948,Palermo
4381,115000.0,44.0,-34.5772817,-58.4837972,Villa Urquiza
4388,95760.49,37.0,,,Villa Crespo
4391,84600.0,49.0,-34.6538388,-58.3886814,Barracas
4397,163000.0,70.0,-34.554806,-58.4787521,Nuñez
4403,82000.0,32.0,-34.60746,-58.43891555,Parque Centenario
4414,118500.0,42.0,-34.6090764,-58.4261092,Almagro
4420,170000.0,69.0,,,Floresta
4425,155000.0,82.0,-34.6139012,-58.4343342,Caballito
4426,82000.0,42.0,-34.577168,-58.538654,Flores
4427,135000.0,44.0,-34.5694527,-58.4515507,Belgrano
4432,92600.0,48.0,,,Almagro
4446,138000.0,50.0,-34.6249051,-58.4577784,Caballito
4455,380000.0,80.0,-34.5774695252,-58.4225032795,Palermo
4461,105796.92,32.0,-34.5730996,-58.4389143,Palermo
4462,79550.0,32.0,-34.5980837,-58.4860154,Villa del Parque
4468,89900.0,39.0,-34.6214759425,-58.4242661093,Almagro
4469,165800.0,59.0,-34.58503,-58.441665,Palermo
4471,145000.0,72.0,-34.5965341,-58.3809608,Centro / Microcentro
4481,9865.43,53.0,-34.608526,-58.417776,Almagro
4493,72000.0,36.0,-34.6064955,-58.4124508,Abasto
4496,267000.0,52.0,-34.5776848,-58.4243305,Palermo
4497,179000.0,77.0,-34.6086026,-58.4214929,Almagro
4503,120000.0,55.0,-34.6227627,-58.436433,Caballito
4509,65000.0,38.0,,,Floresta
4520,99969.81,41.0,-34.6027861,-58.4665561,Paternal
4525,108000.0,51.0,-34.605891067,-58.4968024142,Villa del Parque
4527,165000.0,90.0,-34.6366095,-58.3766021,Barracas
4532,95000.0,65.0,-34.6475677,-58.4918168,Mataderos
4557,70000.0,38.0,-34.637834,-58.503098,Villa Luro
4564,120000.0,62.0,-34.6505982584,-58.4960692946,Mataderos
4566,130000.0,68.0,-34.6170578,-58.3728773,San Telmo
4594,122000.0,51.0,-34.598942,-58.500647,Villa Devoto
4605,165000.0,80.0,-34.6045189,-58.4584262,Caballito
4607,66500.0,39.0,,,Floresta
4608,70000.0,48.0,,,
4610,130000.0,40.0,-34.603438,-58.4364402,Parque Centenario
4615,85000.0,38.0,-34.5631385,-58.4678187,Belgrano
4620,95000.0,32.0,-34.6125822,-58.4192102,Almagro
4623,132517.0,49.0,,,San Telmo
4633,117000.0,41.0,-34.5546395,-58.4393927,Belgrano
4635,300000.0,73.0,-34.6248116,-58.3761483,San Telmo
4636,110000.0,47.0,-34.5572596,-58.4834027,Saavedra
4671,139877.0,50.0,-34.6235515,-58.3740817,San Telmo
4672,118000.0,39.0,-34.5861955914,-58.4299707413,Palermo
4685,106050.0,35.0,-34.6148483,-58.4604643,Caballito
4698,98000.0,52.0,-34.637834,-58.503098,Villa Luro
4706,169000.0,65.0,-34.5736615,-58.4325058,Las Cañitas
4711,50000.0,36.0,-34.5840054122,-58.45571546,Chacarita
4716,64900.0,35.0,-34.607025,-58.395734,Balvanera
4719,399000.0,70.0,-34.5700718,-58.4323108,Palermo
4724,96000.0,47.0,-34.620943,-58.3888695,Constitución
4726,130000.0,60.0,-34.5620844,-58.4566864,Belgrano
4728,125000.0,55.0,-34.539528,-58.469839,Nuñez
4731,251000.0,85.0,-34.5495227,-58.4692294,Nuñez
4737,149000.0,51.0,-34.5681779,-58.448055,Belgrano
4738,155000.0,50.0,-34.5675735,-58.4711972,Villa Urquiza
4745,150000.0,50.0,-34.6405283,-58.5294588,Villa Luro
4757,195300.0,48.0,-34.5595205148,-58.4451138624,Belgrano
4761,81500.0,43.0,,,
4762,144000.0,90.0,-34.6324915,-58.4779917,Floresta
4763,195000.0,87.0,-34.578295,-58.449588,Colegiales
4776,143000.0,50.0,-34.5978249,-58.416439,Palermo
4778,85000.0,51.0,-34.6290629,-58.387054,Constitución
4785,115000.0,78.0,-34.6166811,-58.3869394,Congreso
4793,164000.0,71.0,-34.574474,-58.448641,Colegiales
4815,143550.0,49.0,-34.5866135,-58.4390914,Palermo
4834,125000.0,55.0,-34.632359,-58.37701,Barracas
4842,122000.0,46.0,-34.552663,-58.452328,Belgrano
4860,119000.0,54.0,-34.6096454,-58.4186777,Almagro
4877,80000.0,37.0,-34.5848,-58.44321,Palermo
4879,103192.45,36.0,-34.552129,-58.46838,Nuñez
4881,92500.0,55.0,-34.6451582,-58.4907929,Mataderos
4884,135000.0,41.0,-34.5905703207,-58.4174177754,Palermo
4888,125000.0,80.0,-34.606616,-58.399329,Once
4894,173000.0,50.0,-34.5883246348,-58.4034767571,Barrio Norte
4900,195000.0,76.0,-34.6403781208,-58.5070349233,Villa Luro
4901,79000.0,37.0,-34.6100367846,-58.4787115886,Villa Santa Rita
4902,230000.0,91.0,-34.6247108,-58.4516924,Caballito
4904,120000.0,42.0,-34.581691,-58.433876,Palermo
4907,205000.0,100.0,-34.6026087,-58.4241996,Almagro
4911,105000.0,67.0,-34.6334711,-58.3616855,Boca
4915,160000.0,79.0,-34.6256279,-58.4270823,Boedo
4916,204370.84,45.0,-34.6032728,-58.3961414,Centro / Microcentro
4919,73000.0,46.0,-34.6264767909,-58.3597016865,
4924,120000.0,35.0,-34.592786,-58.418908,Palermo
4925,168000.0,72.0,-34.620712,-58.371402,San Telmo
4929,140000.0,63.0,-34.6320513455,-58.4032205741,Parque Patricios
4940,110000.0,69.0,-34.6230902,-58.4618331,Flores
4942,51642.0,34.0,-34.603506,-58.45572,Villa Crespo
4945,135000.0,47.0,-34.594099,-58.414916,Palermo
4951,150000.0,77.0,-34.59509,-58.418206,Palermo
4957,102000.0,50.0,-34.637834,-58.503098,Villa Luro
4958,80000.0,35.0,-34.5653209202,-58.4716025037,Coghlan
4960,77324.0,34.0,-34.593335,-58.442214,Villa Crespo
4966,105000.0,63.0,-34.6195729,-58.3973048,Monserrat
4969,215000.0,65.0,-34.577671,-58.450683,Colegiales
4980,103500.0,41.0,-34.5688712,-58.4884216,Villa Urquiza
4984,89500.0,35.0,-34.5714875,-58.4872822,Villa Urquiza
4986,115000.0,65.0,-34.554791,-58.4846424,Saavedra
5000,99000.0,48.0,-34.56329,-58.47043,Belgrano
5009,125000.0,70.0,-34.6112232,-58.41567,Almagro
5016,95000.0,40.0,-34.6027676,-58.4049637,Balvanera
5019,138000.0,78.0,-34.621148,-58.429263,Caballito
5021,82000.0,36.0,-34.5768936,-58.4952547,Villa Urquiza
5029,73000.0,42.0,-34.627787,-58.36622,Boca
5030,108081.0,64.0,-34.631255,-58.370463,Barracas
5038,150000.0,43.0,,,Palermo
5039,84000.0,43.0,-34.55539,-58.487166,Saavedra
5040,95000.0,39.0,-34.598900066,-58.376887002,Retiro
5044,172000.0,59.0,-34.557199,-58.480847,Saavedra
5045,369000.0,84.0,-34.6277772,-58.4484023,Caballito
5053,117398.68,36.0,-34.5878079,-58.4398618,Palermo
5054,100000.0,38.0,-34.585666,-58.441923,Palermo
5064,115000.0,35.0,-34.5759862,-58.4390397,Belgrano
5077,110000.0,50.0,-34.6012328021,-58.3805326718,Centro / Microcentro
5081,130000.0,42.0,-34.5830542765,-58.4241328351,Palermo
5088,85800.0,39.0,-34.586829,-58.436595,Palermo
5091,87700.25,42.0,-34.6251741,-58.3680309,San Telmo
5093,140000.0,68.0,-34.6133864879,-58.4982720587,Villa del Parque
5094,92077.39,32.0,-34.6295865181,-58.4413401079,Parque Chacabuco
5108,125000.0,43.0,-34.5817888,-58.449509,Colegiales
5110,73000.0,32.0,-34.6072252,-58.4691674,Villa del Parque
5114,109000.0,55.0,-34.631813,-58.461385,Flores
5116,112000.0,60.0,-34.639055,-58.499845,Villa Luro
5129,399000.0,75.0,-34.5625,-58.458333,Palermo
5130,185000.0,66.0,-34.6243811,-58.423241,Almagro
5131,92000.0,47.0,-34.6150574,-58.4802378,Villa General Mitre
5137,92232.0,32.0,-34.572721,-58.483565,Villa Urquiza
5151,130000.0,41.0,-34.5620844,-58.4566864,Belgrano
5152,110000.0,59.0,-34.553243,-58.47589,Saavedra
5169,154800.0,39.0,-34.5867608,-58.4291478,Palermo
5175,99000.0,34.0,-34.5859299,-58.4404055,Palermo
5190,86500.0,33.0,-34.6288131,-58.4722301,Villa del Parque
5201,83439.0,39.0,-34.5907409831,-58.4487530794,Chacarita
5202,97000.0,36.0,-34.582927,-58.41083,Palermo
5208,85000.0,50.0,,,Villa Crespo
5212,68458.0,34.0,-34.63099,-58.4201892,Boedo
5220,108000.0,63.0,-34.653898,-58.506188,Mataderos
5221,73000.0,31.0,-34.6209278,-58.4458736,Caballito
5227,92000.0,60.0,-34.6225043862,-58.3964631214,Parque Patricios
5234,69458.0,34.0,-34.63099,-58.4201892,Boedo
5238,75000.0,33.0,,,
5251,175000.0,69.0,-34.60746,-58.43891555,Parque Centenario
5253,215000.0,100.0,-34.5974586,-58.4033653,Recoleta
5261,189000.0,64.0,-34.6045502,-58.4211036,Almagro
5272,105490.0,34.0,-34.5731507,-58.482362,Villa Urquiza
5274,270000.0,91.0,-34.5824961,-58.4102772,Palermo
5276,185000.0,60.0,-34.626039,-58.432732,Caballito
5279,73000.0,32.0,-34.6586688,-58.5120941,Mataderos
5307,47000.0,46.0,-34.624327,-58.429713,Caballito
5314,159000.0,80.0,-34.6242203,-58.4500796,Caballito
5317,160000.0,50.0,-34.5936142,-58.3800404,Barrio Norte
5323,73600.0,31.0,-34.6230511,-58.3914916,San Cristobal
5329,130000.0,70.0,-34.6203643,-58.4431823,Caballito
5339,79900.0,44.0,-34.617942,-58.460455,Flores
5344,139000.0,50.0,-34.5516787,-58.4651435,Nuñez
5345,103000.0,34.0,-34.5859299,-58.4404055,Palermo
5350,104031.01,32.0,-34.5519084,-58.4685759,Nuñez
5358,117000.0,38.0,-34.5558817828,-58.4619371046,Belgrano
5363,135000.0,67.0,-34.641961,-58.373934,Barracas
5366,285000.0,80.0,-34.5710640663,-58.453650159,Colegiales
5374,126000.0,53.0,-34.6240354,-58.4042052,Balvanera
5376,200000.0,60.0,-34.5686667973,-58.4331202353,Palermo
5387,245000.0,90.0,-34.578295,-58.449588,Colegiales
5392,90000.0,47.0,-34.6005624,-58.4439836,Villa Crespo
5401,270000.0,88.0,-34.620919,-58.45557,Caballito
5413,74300.0,34.0,-34.593335,-58.442214,Villa Crespo
5416,210000.0,86.0,-34.5853989,-58.418262,Palermo
5423,161320.0,56.0,-34.544171,-58.478875,Saavedra
5424,86000.0,48.0,,,
5433,137000.0,50.0,-34.5978249,-58.4164389,Palermo
5434,65000.0,32.0,-34.5912364,-58.398821,Recoleta
5445,290000.0,94.0,-34.6140187704,-58.4888447988,Nuñez
5455,79900.0,52.0,-34.6262018,-58.4685707,Flores
5469,120000.0,34.0,-34.6004227,-58.420585,Almagro
5473,150000.0,40.0,,,Belgrano
5484,135000.0,45.0,-34.574547,-58.4343478,Palermo
5519,110327.0,39.0,,,San Telmo
5522,98259.73,37.0,,,Villa Crespo
5527,280000.0,100.0,-34.5639398595,-58.4382636423,Palermo
5541,259000.0,85.0,-34.5688186,-58.4360816,Belgrano
5543,355000.0,70.0,-34.6212687994,-58.3614488949,Puerto Madero
5549,39461.74,43.0,-34.667713,-58.442304,Villa Soldati
5551,80896.57,34.0,-34.6261244,-58.3859524,Constitución
5554,324500.0,96.0,-34.597769,-58.42644,Villa Crespo
5558,170000.0,92.0,-34.602764,-58.373966,Centro / Microcentro
5561,116000.0,55.0,-34.613643,-58.481383,Villa Santa Rita
5562,68500.0,36.0,-34.625227,-58.457758,Flores
5566,97536.27,42.0,-34.6321116,-58.3703982,Barracas
5568,120000.0,50.0,,,
5573,205000.0,98.0,-34.565477,-58.471318,Coghlan
5578,125000.0,47.0,-34.6015609,-58.4333731,Villa Crespo
5587,84000.0,42.0,-34.647382,-58.4772734,Parque Avellaneda
5601,250000.0,85.0,-34.5427503,-58.4601452,Nuñez
5602,198000.0,86.0,-34.579089,-58.450149,Colegiales
5610,94925.21,33.0,-34.623337,-58.3977098,San Cristobal
5619,99900.0,70.0,-34.609988,-58.410637,Balvanera
5630,215000.0,66.0,-34.6037137392,-58.3815808896,Nuñez
5631,125000.0,80.0,-34.6036844,-58.3815591,Once
5632,135000.0,74.0,-34.616118,-58.463981,Flores
5638,120000.0,82.0,-34.6253246,-58.4866517,Floresta
5639,149000.0,64.0,-34.6134799418,-58.3871345206,Congreso
5647,104244.76,53.0,-34.631591,-58.370191,Barracas
5668,109000.0,78.0,-34.606703,-58.469474,Paternal
5671,70000.0,40.0,-34.5947552,-58.49967,Villa Devoto
5673,111066.0,47.0,,,San Telmo
5678,140000.0,44.0,-34.607026,-58.442438,Caballito
5681,114000.0,65.0,-34.608797,-58.484293,Villa del Parque
5688,80000.0,37.0,-34.5771693,-58.4300256,Palermo
5694,144000.0,69.0,-34.6154117,-58.4754707,Flores
5704,228800.0,66.0,-34.613041,-58.43307,Caballito
5709,157000.0,93.0,-34.576551,-58.46187,Colegiales
5722,81000.0,46.0,-34.6021118,-58.3851437,Tribunales
5757,95000.0,50.0,-34.6448325,-58.4528206,Flores
5773,104900.0,48.0,-34.596667,-58.39754,Recoleta
5777,216214.0,82.0,-34.612287,-58.422895,Almagro
5778,91000.0,48.0,-34.599654,-58.430791,Villa Crespo
5779,75000.0,41.0,-34.59305,-58.448972,Chacarita
5787,189000.0,91.0,-34.5972441,-58.4416588,Villa Crespo
