Date,Price
2020-11-02,196.16107177734375
2020-11-03,200.1360626220703
2020-11-04,209.79238891601562
2020-11-05,216.48199462890625
2020-11-06,216.89889526367188
2020-11-09,211.73146057128906
2020-11-10,204.576416015625
2020-11-11,209.947509765625
2020-11-12,208.871337890625
2020-11-13,209.9087371826172
2020-11-16,210.60679626464844
2020-11-17,207.9212646484375
2020-11-18,205.1800537109375
2020-11-19,206.48260498046875
2020-11-20,204.50933837890625
2020-11-23,204.23716735839844
2020-11-24,207.88233947753906
2020-11-25,207.89205932617188
2020-11-27,209.2140655517578
2020-11-30,208.08648681640625
2020-12-01,210.1666717529297
2020-12-02,209.3501434326172
2020-12-03,208.25172424316406
2020-12-04,208.36837768554688
2020-12-07,208.3003387451172
2020-12-08,209.9722900390625
2020-12-09,205.8799285888672
2020-12-10,204.63572692871094
2020-12-11,207.29910278320312
2020-12-14,208.21287536621094
2020-12-15,208.1448211669922
2020-12-16,213.15084838867188
2020-12-17,213.28695678710938
2020-12-18,212.4801483154297
2020-12-21,216.3683624267578
2020-12-22,217.6805877685547
2020-12-23,214.84222412109375
2020-12-24,216.52386474609375
2020-12-28,218.67213439941406
2020-12-29,217.88470458984375
2020-12-30,215.48377990722656
